0,0.3634155255510303,
1,0.33495125248197155,
2,0.3313764166162774,
3,0.32825374406916935,
4,0.3281897848282095,
5,0.3279092528705463,
6,0.32458229514692866,
7,0.32174620110603863,
8,0.3216225378791892,
9,0.32246284830646577,
10,0.31970627835681353,
11,0.3181198754081469,
12,0.3187175947205191,
13,0.3195700537679308,
14,0.31993083815492235,
15,0.31713867282386604,
16,0.3144149984713203,
17,0.3185127745278296,
18,0.3163508630694553,
19,0.3129187252193528,
20,0.31588020722252774,
21,0.31150181445527186,
22,0.31133602523156567,
23,0.309636608803834,
24,0.31755089010861404,
25,0.31303807987163956,
26,0.31111062809526613,
27,0.30867088538918064,
28,0.3115529702484378,
29,0.30896131308327757,
30,0.3108316512801932,
31,0.3098962938816112,
32,0.31270508855078677,
33,0.3085993009635016,
34,0.3058229360677439,
35,0.3076934548198164,
36,0.3092756132449454,
37,0.3076076824090651,
38,0.30642007321685927,
39,0.30623255930984994,
40,0.30763251622193105,
41,0.3068668463076532,
42,0.3053266664298722,
43,0.30530595479237826,
44,0.3074078569803533,
45,0.30591242945523817,
46,0.3105106737863186,
47,0.3087439892809213,
48,0.30490750523287813,
49,0.30519485948239944,
50,0.30622555077335845,
51,0.30294613956642363,
52,0.3042778551123188,
53,0.3011605921760453,
54,0.2998853903242852,
55,0.3021324642995334,
56,0.3030683130813206,
57,0.3015640597254301,
58,0.3008475728663432,
59,0.3009263540393649,
60,0.3009042742411498,
61,0.30117616552770904,
62,0.3029295377443749,
