0,0.65011,0.651098
1,0.61304,0.614629
2,0.580857,0.583115
3,0.552572,0.555672
4,0.527677,0.531441
5,0.505705,0.509887
6,0.48607,0.490708
7,0.468475,0.473583
8,0.452642,0.458124
9,0.438485,0.444593
10,0.425532,0.432051
11,0.413736,0.42071
12,0.403152,0.410484
13,0.39345,0.401229
14,0.384774,0.392968
15,0.376659,0.38522
16,0.369451,0.378381
17,0.362922,0.372183
18,0.356909,0.366628
19,0.351484,0.361625
20,0.346499,0.357017
21,0.341801,0.352683
22,0.337596,0.348843
23,0.333661,0.345324
24,0.329895,0.34203
25,0.326426,0.338814
26,0.323386,0.336001
27,0.320363,0.33336
28,0.31764,0.330835
29,0.315326,0.328806
30,0.312581,0.32652
31,0.309834,0.324219
32,0.307395,0.32224
33,0.305054,0.320235
34,0.302948,0.318699
35,0.301194,0.317291
36,0.299424,0.316052
37,0.297989,0.314878
38,0.296678,0.31375
39,0.294716,0.312115
40,0.293395,0.311061
41,0.292009,0.310193
42,0.291039,0.309329
43,0.289837,0.308183
44,0.288704,0.307326
45,0.287698,0.306684
46,0.286899,0.306062
47,0.285513,0.304954
48,0.284531,0.304303
49,0.283045,0.303303
50,0.282311,0.302734
51,0.281343,0.302224
52,0.2805,0.301441
53,0.279648,0.301009
54,0.278709,0.300356
55,0.277641,0.299791
56,0.276477,0.299167
57,0.275904,0.298742
58,0.274811,0.298149
59,0.273845,0.297666
60,0.272872,0.297226
61,0.27236,0.296801
62,0.271541,0.296484
63,0.270637,0.295965
64,0.269954,0.295488
65,0.269366,0.295121
66,0.268926,0.294892
67,0.268272,0.294526
68,0.267463,0.294093
69,0.266625,0.29402
70,0.266157,0.293699
71,0.265206,0.293671
72,0.264305,0.293359
73,0.263878,0.293026
74,0.263474,0.292631
75,0.26313,0.29246
76,0.26281,0.29221
77,0.262001,0.291938
78,0.261486,0.291734
79,0.261178,0.291518
80,0.260751,0.291421
81,0.260348,0.291207
82,0.260016,0.29101
83,0.259637,0.29081
84,0.259404,0.290612
85,0.258739,0.290536
86,0.258209,0.290534
87,0.257952,0.290332
